Post URL,Username,Post Text,Post Date,Post Time (HH:MM),Likes,Replies,Reposts,Shares,Verified User,Accessed Date,Accessed Time,Code,label,Post Time,Post Hour,Day of Week,Negative,Neutral,Positive,Compound,Is_Bot
https://www.threads.net/@lakota_man/post/C8GWoN7py4S,lakota_man,stupid homophobic and homeless way through life,2024-06-12,2025-05-09 02:42:00,6000.0,414.0,336.0,0.0,1.0,12/7/2024,4:43,C8GWoN7py4S,1,02:42:00,0.0,Wednesday,0.362,0.638,0.0,-0.5267,True
https://www.threads.net/@imperiojp/post/DCpXOrkyMm8,imperiojp,timeline food art moment worlds best empanadas aaasurmiam,2024-11-21,2025-05-09 20:09:00,4.0,0.0,0.0,0.0,1.0,12/6/2024,22:46,DCpXOrkyMm8,0,20:09:00,0.0,Thursday,0.0,0.625,0.375,0.6369,True
https://www.threads.net/@debpixcom/post/DCvidjSs_rq,debpixcom,elonmusk,2024-11-24,2025-05-09 05:42:00,196.0,1.0,17.0,5.0,0.0,12/6/2024,23:27,DCvidjSs_rq,0,05:42:00,0.0,Sunday,0.0,1.0,0.0,0.0,False
https://www.threads.net/@allhallowswitchh/post/DCvYmJeplCU,allhallowswitchh,trump supporters know when iaaam trolling them oraaa iaaam genuinely concerned for their lack logic lmao,2024-11-24,2025-05-09 04:16:00,81.0,12.0,0.0,0.0,1.0,12/7/2024,0:37,DCvYmJeplCU,0,04:16:00,0.0,Sunday,0.104,0.588,0.308,0.6705,False
https://www.threads.net/@mrmccrary59/post/DCfu0NOvMts,mrmccrary59,fair warning radical leftists drive house and start banging door theyaaare getting macedaaa lived any other state besides they would probably have another fateiaaam not giving them the opportunity take outleftists have proven themselves time and time again incredibly violenti know iaaam not the only one who feels this way,2024-11-18,2025-05-09 02:23:00,0.0,0.0,0.0,0.0,0.0,12/7/2024,4:23,DCfu0NOvMts,0,02:23:00,0.0,Monday,0.08,0.828,0.092,0.169,False
https://www.threads.net/@kourtneelynne/post/DC4nFfxvZFZ,kourtneelynne,aaaaaaaato the swatters and technology companies too lazyinconsiderate take these investigations seriously they need,2024-11-27,2025-05-09 18:16:00,109.0,10.0,15.0,3.0,1.0,12/7/2024,2:40,DC4nFfxvZFZ,0,18:16:00,0.0,Wednesday,0.116,0.884,0.0,-0.1779,True
,,all the the employment notified the employment work all government private autonomous semi autonomous autonomous statutory establishment and various corporation employees working the master roll all employees all employees the government private autonomous semi autonomous all employees the government private autonomous semi autonomous autonomous statutory establishment and various corporation employees working the all employees news post news post and all the all for the the master,,,,,,,,,,,1,,,,,,,,
https://www.threads.net/@greenemachine1970/post/DCp_YSLOReA,greenemachine1970,can start sign sheet trans men using the womenaaas room the capital bathrooms,2024-11-22,2025-05-09 02:00:00,34.0,1.0,10.0,0.0,0.0,12/7/2024,4:17,DCp_YSLOReA,0,02:00:00,0.0,Friday,0.0,1.0,0.0,0.0,False
,,died his death his death his death make slight word and phrasing changes paraphrase the following news post while keeping the meaning the same paraphrase the following news post while keeping the meaning paraphrase the following news post don believe lost his death his birth,,,,,,,,,,,1,,,,,,,,
,,all see billionaire pleading for his life all see billionaire pleading for his life all see billionaire pleading for his life all see billionaire pleading for his life all see all all all,,,,,,,,,,,1,,,,,,,,
,,divorced melania trump filing for divorce minutes ago palm beach pictures shes liar the streets are saying melania trump just filed for divorce minutes ago palm beach letaaas watch the right flip her and start make changes,,,,,,,,,,,1,,,,,,,,
https://www.threads.net/@chuckkingsley/post/DCVNB0lSPJL,chuckkingsley,sharing and reposting getting out there message never stopsavenorthcarolina saveamerica savetherepublicaaaaoaaaa america trump maga foxnews jdvance danbongino davidjharrisjr,2024-11-14,2025-05-09 00:15:00,1.0,0.0,0.0,0.0,0.0,12/7/2024,2:01,DCVNB0lSPJL,0,00:15:00,0.0,Thursday,0.0,0.859,0.141,0.4215,False
https://www.threads.net/@shirdisaibaba_temple/post/DCmN1B8RDEK,sanjeevai,block most used feature instagramand threads,2024-12-05,2025-05-09 15:39:00,13.0,0.0,0.0,0.0,1.0,12/6/2024,23:07,DCmN1B8RDEK,1,15:39:00,0.0,Thursday,0.367,0.633,0.0,-0.4404,False
,,india the last year them tonnes india pakistan bought india pakistan bought million tonnes sugar from india the last year them bangladesh from that sugar pakistan bought news post million sugar from india the last pakistan bought pakistan india india,,,,,,,,,,,1,,,,,,,,
https://www.threads.net/@mizan1983202044/post/DCLm8i-yEQ_,mizan1983202044,tcb lakh cards have been canceled source daily campus magazine,2024-11-10,2025-05-09 06:49:00,0.0,0.0,0.0,0.0,0.0,2/9/2025,21:56,DCLm8i-yEQ_,1,06:49:00,0.0,Sunday,0.0,1.0,0.0,0.0,False
,,the mostthe part they are kept men alsohiah but also happy that men write their part ahindwiorgbelaaahi keep read through the following news post changeehi ahhi ahihihiwiorgbela,,,,,,,,,,,1,,,,,,,,
https://www.threads.net/@taiylorkeyarra/post/DCdTIsIugsT,israel_remnant,the lord says will give you back times what you lost joel,2024-11-17,2025-05-09 02:23:00,76.0,6.0,11.0,1.0,1.0,12/7/2024,0:33,DCdTIsIugsT,0,02:23:00,0.0,Sunday,0.173,0.827,0.0,-0.3182,False
https://www.threads.net/@imperiojp/post/DCYFHI3upEh,imperiojp,notes perfect,2024-11-15,2025-05-09 03:03:00,8.0,0.0,0.0,0.0,1.0,12/7/2024,5:20,DCYFHI3upEh,0,03:03:00,0.0,Friday,0.0,0.213,0.787,0.5719,True
https://www.threads.net/@syeedthedoyenne/post/DC4w3Xazn00,syeedthedoyenne,this absolutely fascist behaviorwe need never stop talking about this,2024-11-27,2025-05-09 19:41:00,978.0,49.0,188.0,35.0,1.0,12/6/2024,23:35,DC4w3Xazn00,0,19:41:00,0.0,Wednesday,0.282,0.581,0.137,-0.4597,False
https://www.threads.net/@barbaraj.sobel/post/C9hgybQOARF,barbaraj.sobel,executive the gay dating app grindr says the republican national convention aaabasically grindraaas super bowlaaa,2024-07-17,2025-05-09 12:22:00,1700.0,82.0,216.0,716.0,1.0,12/7/2024,3:44,C9hgybQOARF,1,12:22:00,0.0,Wednesday,0.0,0.782,0.218,0.5994,False
,,that was joining the team business and its news and your this point colin announced month ago stop posting you look ridiculous and your look ridiculous and your look ridiculous and your look ridiculous and your look ridiculous and your look ridiculous was announced month ago now you look ridiculous,,,,,,,,,,,1,,,,,,,,
https://www.threads.net/@ericspicer/post/DCCVv7cNFef,ericspicer,velveetaharris will speak wonder what accent shell use,2024-11-06,2025-05-09 16:26:00,0.0,0.0,0.0,0.0,1.0,12/7/2024,2:58,DCCVv7cNFef,0,16:26:00,0.0,Wednesday,0.0,1.0,0.0,0.0,False
https://www.threads.net/@detox.nurse/post/DDa_RAENQhG?fbclid=IwY2xjawHH69lleHRuA2FlbQIxMAABHZaMS2i5-SKzySWr4rnwac6fyldsYGay0-QnaE-cIyLIdrZYqaJDytnfQQ_aem_6TSLbtPhvHkoK73myZdLnA,mommavspharma,texas declares bringing pride flag the classroom crimea bye bye,2024-12-11,2025-05-09 02:41:00,1000.0,79.0,43.0,42.0,1.0,12/27/2024,19:04,DDa_RAENQhG,1,02:41:00,0.0,Wednesday,0.0,0.789,0.211,0.34,False
https://www.threads.net/@ghostofgtc/post/DCormEIp4_N,ecmclaughlin,were four predators the trump administration,2024-11-21,2025-05-09 12:51:00,620.0,31.0,110.0,1.0,1.0,12/7/2024,3:41,DCormEIp4_N,0,12:51:00,0.0,Thursday,0.0,1.0,0.0,0.0,False
https://www.threads.net/@barrettpall/post/DCTPAHiR88C,barrettpall,yall fast food was never our friend but wendys being cooked the comment section,2024-11-13,2025-05-09 05:54:00,650.0,46.0,29.0,2.0,1.0,12/7/2024,5:38,DCTPAHiR88C,0,05:54:00,0.0,Wednesday,0.122,0.878,0.0,-0.2057,False
https://www.threads.net/@katykfla/post/DATVZiMNW6h,katykfla,our seratonin created our guts,2024-09-24,2025-05-09 13:47:00,0.0,0.0,0.0,0.0,0.0,12/7/2024,7:15,DATVZiMNW6h,0,13:47:00,0.0,Tuesday,0.0,0.667,0.333,0.25,False
https://www.threads.net/@momadopted8/post/DCmVIGPNdIl,momadopted8,sugar spice and everything niceaaaaaaaaaaaaaaaaaaaa,2024-11-20,2025-05-09 15:53:00,0.0,0.0,0.0,0.0,0.0,12/7/2024,1:03,DCmVIGPNdIl,0,15:53:00,0.0,Wednesday,0.0,1.0,0.0,0.0,False
https://www.threads.net/@elierlick/post/DBB4liDuFJs,elierlick,six trans youth activists released thousands crickets the lgb alliances event london yesterday causing the antitrans hate group shut down their auditorium hope see them face the other plagues soon,2024-10-12,2025-05-09 15:39:00,218.0,8.0,19.0,6.0,1.0,12/7/2024,4:29,DBB4liDuFJs,0,15:39:00,0.0,Saturday,0.107,0.809,0.084,-0.2023,False
https://www.threads.net/@entertainment.bbuzz/post/DB22NPjRmDG,entertainment.bbuzz,elon musk bans stephen king permanently from platform after trolled the tech mogul see more bufflyaxrxaaa,2024-11-02,2025-05-09 05:18:00,1000.0,995.0,119.0,36.0,0.0,12/7/2024,4:02,DB22NPjRmDG,1,05:18:00,0.0,Saturday,0.0,1.0,0.0,0.0,False
,,have been hit currency crash nse nadis india govt news rewriting make slight word and phrasing changes news post paraphrase news post news bangladesh news coins,,,,,,,,,,,1,,,,,,,,
https://www.threads.net/@avaevanshypno/post/DCvhUGmRE3A,potus,folks thanks our investments more housing units are under construction under this administration than any time over yearsthe best way lower housing costs for good build build build,2024-11-23,2025-05-09 14:00:00,12500.0,713.0,1000.0,168.0,1.0,12/7/2024,0:34,DCvhUGmRE3A,0,14:00:00,0.0,Saturday,0.061,0.663,0.276,0.8316,False
https://www.threads.net/@serenablue2024/post/DCuoyfYSClJ,serenablue2024,trump supporter said that canaaat afford buy christmas gifts for his kids this year because claims biden made everything expensive,2024-11-23,2025-05-09 21:18:00,211.0,127.0,11.0,0.0,1.0,12/6/2024,23:32,DCuoyfYSClJ,0,21:18:00,0.0,Saturday,0.0,0.9,0.1,0.2732,False
https://www.threads.net/@news/post/CuXZ0E1rsCI,news,this day tom hanks lit the silver screen with his iconic performance forrest gumpgreat tom hanks movie greatest tom hanks movie,2023-07-06,2025-05-09 18:17:00,10.0,0.0,0.0,0.0,1.0,12/7/2024,2:57,CuXZ0E1rsCI,0,18:17:00,0.0,Thursday,0.0,0.826,0.174,0.6369,False
https://www.threads.net/@avaevanshypno/post/DCvg8jSxjJG,4humanunity,homeless veterans the yet elon musk gained days bringing his wealth couldaaave put lifelong fund each vet every homeless american people and still had left,2024-11-24,2025-05-09 04:09:00,2000.0,581.0,252.0,38.0,1.0,12/7/2024,2:52,DCvg8jSxjJG,0,04:09:00,0.0,Sunday,0.0,0.799,0.201,0.7003,False
https://www.threads.net/@progressivepower/post/DC5cRPboG4K,progressivepower,tulsaaaas first black mayor says plans address the cityaaas ugly history headon huffpostcomentryaaa,2024-11-28,2025-05-09 02:01:00,532.0,1.0,52.0,6.0,0.0,12/7/2024,3:38,DC5cRPboG4K,0,02:01:00,0.0,Thursday,0.216,0.784,0.0,-0.5106,False
https://www.threads.net/@barbaraj.sobel/post/DC63Ii7JQUs,barbaraj.sobel,who cares what leon opposesjust because bought himself pet president who has disappeared where donald still alivedoesnt mean matters alldo not certify this phony election,2024-11-28,2025-05-09 15:15:00,260.0,61.0,41.0,2.0,1.0,12/6/2024,22:53,DC63Ii7JQUs,0,15:15:00,0.0,Thursday,0.068,0.786,0.146,0.296,False
https://www.threads.net/@josephgoldner62/post/DCnNxG1Mshi,josephgoldner62,rep harriet hageman who unseated the historically unpopular liz cheney wyoming defends matt gaetz attorney generalive worked with matt gaetz for the last two years the judiciary and weaponization committee hes incredibly brilliant legal mind and think hes somebody that would and stir the doj which what needshes right,2024-11-21,2025-05-09 00:08:00,766.0,29.0,42.0,17.0,0.0,12/7/2024,6:11,DCnNxG1Mshi,0,00:08:00,0.0,Thursday,0.0,0.889,0.111,0.707,False
https://www.threads.net/@attackofthetom/post/DC4oGF-SPbg,attackofthetom,even weebs had neckbeards lmao anime threads,2024-11-27,2025-05-09 18:25:00,9.0,2.0,0.0,0.0,1.0,12/7/2024,5:49,DC4oGF-SPbg,0,18:25:00,0.0,Wednesday,0.0,0.606,0.394,0.5994,False
,,and chris dodd have filed articles impeachment against president trump for pardoning the prisoners aoc and for pardoning the prisoners well aoc and jaime raskin have filed articles impeachment against them maybe articles should filed against them aoc and and,,,,,,,,,,,1,,,,,,,,
,,sozi thus the island martin will lost from the territory bangladesh add the only inani jetty martin broken broken broken paraphrase news post thus the island martin will lost from the territory bangladesh not part will,,,,,,,,,,,1,,,,,,,,
https://www.threads.net/@transitionalmetalworks/post/DC7YtIVNlIx,dhbowzeryournonbinarydad,trans people are peoplewe deserve respectwe deserve kindnesswe deserve lovewe deserve safetytransgender people deserve lifeconsider donating get transgender people safety pinned comment,2024-11-28,2025-05-09 19:34:00,72.0,1.0,13.0,0.0,1.0,12/7/2024,2:45,DC7YtIVNlIx,0,19:34:00,0.0,Thursday,0.0,0.882,0.118,0.4215,False
https://www.threads.net/@jetsfo/post/DC0amyVJWU_,jetsfo,just think how this world would such radically different place right now biden didnaaat pick this man attorney general sweetleaf,2024-11-26,2025-05-09 03:10:00,244.0,20.0,30.0,4.0,0.0,12/7/2024,6:00,DC0amyVJWU_,0,03:10:00,0.0,Tuesday,0.0,1.0,0.0,0.0,False
https://www.threads.net/@royaazimzadehsadraee/post/DCuvU1_zAMc,royaazimzadehsadraee,nan,2024-11-23,2025-05-09 22:16:00,3.0,0.0,0.0,0.0,1.0,12/6/2024,23:51,DCuvU1_zAMc,0,22:16:00,0.0,Saturday,0.0,0.0,0.0,0.0,False
https://www.threads.net/@soymaulozano/post/DB30V6rPzgk,soymaulozano,guarda este video olvides rastrear tel fonoquiz ser querido cuando necesite sab haz prueba olvides compartir con amigos familiares para que tambi est prevenidos,2024-11-02,2025-05-09 14:22:00,330.0,1.0,20.0,103.0,1.0,12/7/2024,1:03,DB30V6rPzgk,0,14:22:00,0.0,Saturday,0.0,1.0,0.0,0.0,False
,,trzy ulicach sprawiaa dla ulicach sprawy dzieci zdaja sobie zdaja zdajaa,,,,,,,,,,,1,,,,,,,,
https://www.threads.net/@bebocruztv/post/DCXnPMzMrEB,bebocruztv,hoy preliminar missuniverse manden buenas vibras missuniversopuertorico,2024-11-14,2025-05-09 22:42:00,219.0,5.0,0.0,0.0,1.0,12/7/2024,5:57,DCXnPMzMrEB,0,22:42:00,0.0,Thursday,0.0,1.0,0.0,0.0,False
,,insta instagoodaaaaa instadaylifeaaaaaaaaaa without changing the text while maintaining its meaning keep your vibe instastyle insta insta insta instalife life lifestyleaa,,,,,,,,,,,1,,,,,,,,
https://www.threads.net/@steelergal1215/post/DCRlUX9uKvM,steelergal1215,canceled all political shows but kept rachel library just watched her and scared death trump telling the senators recess dem senators canaaat vote bidenaaas picks wants full control much moreaaa aaaawe are doomed,2024-11-12,2025-05-09 14:30:00,59.0,26.0,8.0,0.0,1.0,12/6/2024,22:47,DCRlUX9uKvM,0,14:30:00,0.0,Tuesday,0.333,0.667,0.0,-0.9517,False
https://www.threads.net/@jbssr56jbss/post/DCC8LD1RSZ9,stevebyrnelive,canaat wait watch theviewabc todayaa theview,2024-11-06,2025-05-09 15:25:00,17100.0,339.0,545.0,565.0,1.0,12/7/2024,7:19,DCC8LD1RSZ9,0,15:25:00,0.0,Wednesday,0.0,1.0,0.0,0.0,False
https://www.threads.net/@wmrdc/post/DCU3Un_pwmL,wmrdc,someone needs look into this guy and gaetz,2024-11-13,2025-05-09 21:05:00,3.0,3.0,1.0,0.0,1.0,12/7/2024,0:59,DCU3Un_pwmL,0,21:05:00,0.0,Wednesday,0.0,1.0,0.0,0.0,False
,,dubai luxury antiflood technologies dubai luxury antiflood technologies dubai luxury luxury antiflood technologies dubai luxury antiflood technologies dubai luxury antiflood technologies luxury luxury antiflood technologies dubai luxury antiflood technologies dubai luxurydubai and luxury,,,,,,,,,,,1,,,,,,,,
https://www.threads.net/@theotherplanet72/post/DCosbhfum7U,theotherplanet72,facebookcomshareaaa,2024-11-21,2025-05-09 13:55:00,0.0,0.0,0.0,0.0,0.0,12/7/2024,4:38,DCosbhfum7U,0,13:55:00,0.0,Thursday,0.0,1.0,0.0,0.0,False
https://www.threads.net/@momadopted8/post/DCu9yKUMCKk,momadopted8,thanks much rodney and kim for buying babyface concert tickets and taking cool lunch spot the way cherokeeaaaaaaaa,2024-11-24,2025-05-09 00:22:00,0.0,0.0,0.0,0.0,0.0,12/7/2024,0:19,DCu9yKUMCKk,0,00:22:00,0.0,Sunday,0.0,0.755,0.245,0.6369,False
,,vendornew new vendornew new new new new new new new new new new new new new new smart card from the new vendornew new new new vendornew new new smart cardfrom the new vendornew new new new new vendornew new new new vendornew new new new new new vendornew new new new new vendornew new new new vendornew new new vendornew new new new new new new vendornew new new new new new new new vendornew new new new new new new new vendornew new new vendornew new new new new vendor card new,,,,,,,,,,,1,,,,,,,,
https://www.threads.net/@lumel1962/post/DClomM1MRrd,lumel1962,nan,2024-11-20,2025-05-09 09:24:00,0.0,0.0,0.0,0.0,0.0,12/7/2024,3:51,DClomM1MRrd,0,09:24:00,0.0,Wednesday,0.0,0.0,0.0,0.0,False
,,india meeting with bangladesh meet with india note unlike the article this news post does not need paraphrased rephrase the following news post while keeping the same meaning note paraphrase the following news post while making slight word and phrasing changes make slight word and phrasing changes such important and india india india india and,,,,,,,,,,,1,,,,,,,,
https://www.threads.net/@lyssie.roto/post/DBRNYG7PxPe,lyssie.roto,our pumpkins,2024-10-18,2025-05-09 14:30:00,0.0,0.0,0.0,0.0,0.0,12/6/2024,23:14,DBRNYG7PxPe,0,14:30:00,0.0,Friday,0.0,1.0,0.0,0.0,False
https://www.threads.net/@jetsfo/post/DC5AhV1zgQS,jetsfo,maga republicans are repeating putin propaganda pretty high rate now,2024-11-27,2025-05-09 21:58:00,88.0,1.0,8.0,1.0,0.0,12/7/2024,5:33,DC5AhV1zgQS,0,21:58:00,0.0,Wednesday,0.152,0.606,0.242,0.296,False
https://www.threads.net/@soldatthetop/post/CuXA_yFO8e7,soldatthetop,still way too low need see short end and long end,2023-07-06,2025-05-09 14:40:00,0.0,0.0,0.0,0.0,0.0,12/7/2024,0:55,CuXA_yFO8e7,0,14:40:00,0.0,Thursday,0.174,0.826,0.0,-0.2732,False
https://www.threads.net/@lancevaldez777/post/DCdKeQ5usvo,jigneshdada_official,day dholka ahmedabadjigneshdada jigneshdadaofficial radheradhe jigneshdadaradheradhe dwarkanonath jaydwarkadhish spiritual spiritualstatus bhagwatkatha gujaratgaurav,2024-12-06,2025-05-09 13:39:00,8.0,0.0,0.0,0.0,1.0,12/7/2024,7:03,DCdKeQ5usvo,0,13:39:00,0.0,Friday,0.0,1.0,0.0,0.0,False
https://www.threads.net/@magickdo13/post/DCzzRKbB_iT,magickdo13,one time when was having terrible day went buy gas some peanut butter mms then card got declined only had just enough for gas bought the gas walked out the pumps few seconds later this guy tapped the shoulder heaaad bought the mms presented them broken english thanked him profusely broken spanish,2024-11-25,2025-05-09 21:26:00,1.0,0.0,0.0,0.0,0.0,12/7/2024,1:04,DCzzRKbB_iT,0,21:26:00,0.0,Monday,0.154,0.797,0.048,-0.7506,False
https://www.threads.net/@dsmelson/post/DBwy9rySm2z,kamalahq,new just dropped,2024-10-30,2025-05-09 16:51:00,13200.0,518.0,4000.0,2500.0,1.0,12/6/2024,23:31,DBwy9rySm2z,0,16:51:00,0.0,Wednesday,0.0,1.0,0.0,0.0,False
https://www.threads.net/@s_k__s_a_n_a/post/DDRSPktvMD5,s_k__s_a_n_a,all educational institutions the country will open from saturday only friday will weekly holidays,2024-12-07,2025-05-09 08:15:00,1.0,0.0,0.0,0.0,0.0,2/9/2025,21:54,DDRSPktvMD5,1,08:15:00,0.0,Saturday,0.0,0.833,0.167,0.3818,False
https://www.threads.net/@siriplaymastery/post/DCZ3hCoPMyL,samegoddifferentday,just the following companies resume advertising twitter after boycottingaaa ibm disney comcast discovery warner bros lionsgate entertainment,2024-11-15,2025-05-09 19:43:00,12.0,5.0,5.0,0.0,1.0,12/7/2024,4:40,DCZ3hCoPMyL,0,19:43:00,0.0,Friday,0.0,0.851,0.149,0.4215,False
,,will draw map the trembling crust starts the the the throbbing crust starts the neighboring country the neighboring country has lot people the other country news post paraphrase news post will draw map starts trembling crust starts will draw map will draw map the has,,,,,,,,,,,1,,,,,,,,
,,tcb lakh cards have been canceled source daily campus magazine tcb lakh cards have been canceled source daily campus tcb lakh cards have been canceled source daily campus magazine news tcb lakh cards have been canceled source daily campus news news source,,,,,,,,,,,1,,,,,,,,
,,saturated brain permanentlyhere andrew hubermans protocol permanently here permanentlyhow fix your dopaminesaturated brain permanentlyre permanently fix stop eating alcohol permanently fix stop smoking alcohol permanently fix stop permanently fix stop smoking alcohol permanently fix stop drinking paraphrase and make changes make slight here how fix here permanently permanently foreverhow,,,,,,,,,,,1,,,,,,,,
https://www.threads.net/@greenemachine1970/post/DCp8txaOxTy,greenemachine1970,truthoutorgarticaaa,2024-11-22,2025-05-09 01:36:00,3.0,1.0,0.0,0.0,0.0,12/7/2024,1:59,DCp8txaOxTy,0,01:36:00,0.0,Friday,0.0,1.0,0.0,0.0,False
https://www.threads.net/@ji_predicciones/post/DCbix05ujZ8,ji_predicciones,astrolog consulta ana domingo hor scopo semanal con los consejos del tarot osho aqu cuenta las tambi instagram trav cuenta oficial jipredicciones,2024-11-16,2025-05-09 11:20:00,0.0,0.0,0.0,0.0,0.0,12/7/2024,2:34,DCbix05ujZ8,0,11:20:00,0.0,Saturday,0.0,1.0,0.0,0.0,False
https://www.threads.net/@pitbull.royal/post/C_ZMg47yM7A,pitbull.royal,caption this aaaafollow pitbullroyal,2024-09-01,2025-05-09 10:41:00,11100.0,5300.0,234.0,1700.0,0.0,12/6/2024,23:47,C_ZMg47yM7A,1,10:41:00,0.0,Sunday,0.0,1.0,0.0,0.0,False
https://www.threads.net/@julfikarrashed/post/DBYhmbdStcZ?xmt=AQGzW8u405snvi1VxQdn_UuJIRZL82u0RsoQSZlK06kzE_A,julfikarrashed,gitapath and interest the temple halal strange country what read mastermind jigan alhamlillah nouzubilla,2024-10-21,2025-05-09 10:41:00,0.0,0.0,0.0,0.0,0.0,2/9/2025,21:58,DBYhmbdStcZ,1,10:41:00,0.0,Monday,0.107,0.714,0.179,0.296,False
,,news article fake news news headline has been modified news article fake news news post fake news news post fake news news post news news post news news post news post news post fake news news post news news post news post news post news post news post news news post news news post news post news post news news post news news news,,,,,,,,,,,1,,,,,,,,
https://www.threads.net/@soymaulozano/post/DCjq753PHnr,soymaulozano,aat opinas anuncios creados con inteligencia artificial aaaacocacola acaba lanzar nuevo comercial navide creado completamente con inteligencia artificial aunque mantiene esencia del nico anuncio este aaahomenajeaaa sico causado revuelo algunos extra calidez los actores reales mientras otros ven como una evoluci tecnol gica interesante aat opinas aaes avance creativo prefieres los comerciales tradicionales,2024-11-19,2025-05-09 15:07:00,222.0,6.0,6.0,10.0,1.0,12/7/2024,1:51,DCjq753PHnr,0,15:07:00,0.0,Tuesday,0.0,1.0,0.0,0.0,False
https://www.threads.net/@barrettpall/post/DCYgrt2uiHD,barrettpall,important,2024-11-15,2025-05-09 07:04:00,360.0,10.0,89.0,16.0,1.0,12/7/2024,0:56,DCYgrt2uiHD,0,07:04:00,0.0,Friday,0.0,0.0,1.0,0.2023,False
https://www.threads.net/@amirhamja_ar/post/DCmYWXkh5A3,amirhamja_ar,july memorial museum ganabhaban,2024-11-20,2025-05-09 16:21:00,2.0,0.0,0.0,0.0,0.0,2/9/2025,21:54,DCmYWXkh5A3,1,16:21:00,0.0,Wednesday,0.0,1.0,0.0,0.0,False
https://www.threads.net/@dubaicitylite/post/C55pcTRJFfl?xmt=AQGzEWmillkfAG-14-KCxX1VUVGVXhI_725Grs-SVvXsfA,dubaicitylite,heartbreaking viral,2024-04-18,2025-05-09 11:14:00,2100.0,317.0,222.0,0.0,0.0,12/11/2024,17:21,C55pcTRJFfl,1,11:14:00,0.0,Thursday,0.75,0.25,0.0,-0.4588,False
https://www.threads.net/@tanvirhasan8355/post/C-mEKhySqYC?xmt=AQGzrzoUV3NNYAkP32nWl5FgS_037Zup7vMBpdVoMexIXA,tanvirhasan8355,alahamdulillah police logo changed,2024-08-13,2025-05-09 03:19:00,0.0,0.0,0.0,0.0,0.0,12/11/2024,1:03,C-mEKhySqYC,1,03:19:00,0.0,Tuesday,0.0,1.0,0.0,0.0,False
,,still alive after years still alive after years still alive after years still alive after years still alive after years still alive after years still alive after years still alive after years still alive after years still alive after years and phrasing changes still,,,,,,,,,,,1,,,,,,,,
https://www.threads.net/@siriplaymastery/post/DCZdacjPSbl,samegoddifferentday,found laying the parking lot and thought myself aaawhat would jesus doaaaso turned into wine,2024-11-15,2025-05-09 15:55:00,167.0,15.0,8.0,6.0,1.0,12/7/2024,3:05,DCZdacjPSbl,0,15:55:00,0.0,Friday,0.0,1.0,0.0,0.0,False
,,closed and will make slight word and phrasing changes all educational institutions the country will open from saturday only friday will weekly holidays make minor word and phrasing changes all news the country will open friday saturday will all will will the country open only make,,,,,,,,,,,1,,,,,,,,
https://www.threads.net/@tristansnell/post/DC0Lb4AN-Xr,tristansnell,january trump insurrectionnovember jack smith appointed special counsel months went and doj sat and waitedtwenty two months caution complacency and cowardice and they set smith and his team fail,2024-11-26,2025-05-09 00:57:00,3000.0,92.0,404.0,23.0,1.0,12/7/2024,1:01,DC0Lb4AN-Xr,0,00:57:00,0.0,Tuesday,0.105,0.813,0.081,-0.2023,True
https://www.threads.net/@deekbarrett11081/post/DCdQ6KHRwFz,deekbarrett11081,appreciate you house speaker jefferies youtubecomshortaaa,2024-11-17,2025-05-09 03:23:00,0.0,0.0,0.0,0.0,0.0,12/7/2024,2:32,DCdQ6KHRwFz,0,03:23:00,0.0,Sunday,0.0,0.649,0.351,0.4019,False
https://www.threads.net/@latmy2/post/DCMuH9cpUaJ,brainybeauty_,please kindaaaaaaaaaaaa donaaat the reason someone skips meal feels left out cries themselves sleep and dreads waking,2024-12-06,2025-05-09 15:25:00,7.0,1.0,0.0,0.0,1.0,12/7/2024,4:46,DCMuH9cpUaJ,0,15:25:00,0.0,Friday,0.238,0.654,0.107,-0.4215,False
https://www.threads.net/@jbssr56jbss/post/DB_qsuOOwzq,jbssr56jbss,and theyaaare just waiting for the queen say itaaas time,2024-11-05,2025-05-09 15:31:00,17.0,1.0,1.0,0.0,0.0,12/7/2024,7:06,DB_qsuOOwzq,0,15:31:00,0.0,Tuesday,0.0,1.0,0.0,0.0,False
,,body parts process known regeneration regenerating body parts process known regeneration many animals have the ability regenerate body parts process known regeneration many animals have the ability regeneration many animals have the ability regenerate body parts process known many animals have the ability,,,,,,,,,,,1,,,,,,,,
https://www.threads.net/@lancevaldez777/post/DCdOgPRp9f_,kavitaaayein,nan,2024-12-06,2025-05-09 07:41:00,120.0,1.0,5.0,0.0,1.0,12/7/2024,0:45,DCdOgPRp9f_,0,07:41:00,0.0,Friday,0.0,0.0,0.0,0.0,False
https://www.threads.net/@debpixcom/post/C_pZN1Us5-9,debpixcom,propaganda,2024-09-08,2025-05-09 06:52:00,180.0,7.0,7.0,0.0,0.0,12/12/2024,18:19,C_pZN1Us5-9,1,06:52:00,0.0,Sunday,1.0,0.0,0.0,-0.25,False
https://www.threads.net/@date_convo/post/DAgGRSrxGv_,date_convo,justin bieber update conspiracy theories are usually hard believe but this one about diddy and jayzaaas birth absolutely wildaaa,2024-09-29,2025-05-09 12:45:00,883.0,85.0,68.0,448.0,0.0,12/7/2024,6:02,DAgGRSrxGv_,0,12:45:00,0.0,Sunday,0.167,0.833,0.0,-0.34,False
